time,SysSpd,longitude,latitude,origin,correction
20250210 232653,307.46,105°51.535',029°12.962',-6,1.42
20250210 232654,307.55,105°51.572',029°12.995',-6,1.42
20250210 232655,307.46,105°51.609',029°13.028',-6,1.42
20250210 232656,307.38,105°51.646',029°13.061',-6,1.42
20250210 232657,307.26,105°51.683',029°13.093',-6,1.42
20250210 232658,307.2,105°51.720',029°13.126',-6,1.42
20250210 232659,307.15,105°51.757',029°13.159',-6,1.42
20250210 232700,307.07,105°51.794',029°13.192',-6,1.42
20250210 232701,307.04,105°51.831',029°13.225',-6,1.42
20250210 232702,306.97,105°51.868',029°13.257',-6,1.42
20250210 232703,307,105°51.905',029°13.290',-6,1.42
20250210 232704,306.9,105°51.942',029°13.323',-6,1.42
20250210 232705,306.9,105°51.979',029°13.356',-6,1.42
20250210 232706,306.76,105°52.016',029°13.388',-6,1.42
20250210 232707,306.71,105°52.053',029°13.421',-6,1.42
20250210 232708,306.66,105°52.090',029°13.454',-6,1.42
20250210 232709,306.66,105°52.127',029°13.487',-6,1.42
20250210 232710,306.66,105°52.164',029°13.519',-6,1.42
20250210 232711,306.59,105°52.201',029°13.552',-6,1.42
20250210 232712,306.54,105°52.238',029°13.585',-6,1.42
20250210 232713,306.48,105°52.275',029°13.618',-6,1.42
20250210 232714,306.52,105°52.312',029°13.650',-6,1.42
20250210 232715,306.54,105°52.349',029°13.683',-6,1.42
20250210 232716,306.79,105°52.385',029°13.716',-6,1.42
20250210 232717,307.04,105°52.422',029°13.748',-6,1.42
20250210 232718,307.46,105°52.459',029°13.781',-6,1.42
20250210 232719,307.89,105°52.496',029°13.814',-6,1.42
20250210 232720,307.95,105°52.533',029°13.847',-6,1.42
20250210 232721,307.9,105°52.570',029°13.879',-6,1.42
20250210 232722,307.71,105°52.607',029°13.912',-6,1.42
20250210 232723,307.73,105°52.645',029°13.945',-6,1.42
20250210 232724,307.83,105°52.681',029°13.977',-6,1.42
20250210 232725,307.71,105°52.718',029°14.010',-6,1.42
20250210 232726,307.77,105°52.755',029°14.043',-6,1.42
20250210 232727,307.62,105°52.792',029°14.076',-6,1.42
20250210 232728,307.73,105°52.830',029°14.109',-6,1.42
20250210 232729,307.71,105°52.867',029°14.141',-6,1.42
20250210 232730,307.75,105°52.904',029°14.174',-6,1.42
20250210 232731,307.71,105°52.941',029°14.207',-6,1.42
20250210 232732,307.75,105°52.978',029°14.240',-6,1.42
20250210 232733,307.59,105°53.015',029°14.273',-6,1.42
20250210 232734,307.54,105°53.052',029°14.306',-6,1.42
20250210 232735,307.59,105°53.089',029°14.339',-6,1.42
20250210 232736,307.4,105°53.126',029°14.372',-6,1.42
20250210 232737,307.33,105°53.163',029°14.404',-6,1.42
20250210 232738,306.95,105°53.200',029°14.437',-6,1.42
20250210 232739,306.71,105°53.237',029°14.470',-6,1.42
20250210 232740,306.22,105°53.274',029°14.503',-6,1.42
20250210 232741,305.86,105°53.311',029°14.536',-6,1.42
20250210 232742,305.81,105°53.348',029°14.568',-6,1.42
20250210 232743,305.86,105°53.385',029°14.601',-6,1.42
20250210 232744,305.99,105°53.422',029°14.634',-6,1.42
20250210 232745,305.91,105°53.459',029°14.666',-6,1.42
20250210 232746,305.99,105°53.495',029°14.699',-6,1.42
20250210 232747,305.97,105°53.532',029°14.732',-6,1.42
20250210 232748,306.02,105°53.569',029°14.764',-6,1.42
20250210 232749,306.07,105°53.606',029°14.797',-6,1.42
20250210 232750,306.15,105°53.643',029°14.830',-6,1.42
20250210 232751,306.15,105°53.680',029°14.862',-6,1.42
20250210 232752,306.17,105°53.717',029°14.895',-6,1.42
20250210 232753,306.17,105°53.754',029°14.928',-6,1.42
20250210 232754,306.15,105°53.790',029°14.960',-6,1.42
20250210 232755,306.17,105°53.827',029°14.993',-6,1.42
20250210 232756,306.23,105°53.864',029°15.026',-6,1.42
20250210 232757,306.3,105°53.901',029°15.058',-6,1.42
20250210 232758,306.27,105°53.938',029°15.091',-6,1.42
20250210 232759,306.23,105°53.975',029°15.124',-6,1.42
20250210 232800,306.24,105°54.012',029°15.156',-6,1.42
20250210 232801,306.3,105°54.049',029°15.189',-6,1.42
20250210 232802,306.42,105°54.086',029°15.222',-6,1.42
20250210 232803,306.33,105°54.123',029°15.254',-6,1.42
20250210 232804,306.42,105°54.160',029°15.287',-6,1.42
20250210 232805,306.42,105°54.197',029°15.320',-6,1.42
20250210 232806,306.48,105°54.234',029°15.352',-6,1.42
20250210 232807,306.54,105°54.271',029°15.385',-6,1.42
20250210 232808,306.59,105°54.308',029°15.417',-6,1.42
20250210 232809,306.73,105°54.346',029°15.449',-6,1.42
20250210 232810,306.97,105°54.384',029°15.481',-6,1.42
20250210 232811,307.33,105°54.423',029°15.512',-5,1.42
20250210 232812,307.65,105°54.461',029°15.543',-5,1.42
20250210 232813,307.71,105°54.501',029°15.574',-5,1.42
20250210 232814,307.71,105°54.540',029°15.604',-5,1.42
20250210 232815,307.71,105°54.580',029°15.634',-5,1.42
20250210 232816,307.71,105°54.621',029°15.664',-5,1.42
20250210 232817,307.59,105°54.661',029°15.693',-5,1.42
20250210 232818,307.59,105°54.744',029°15.751',-5,1.42
20250210 232819,307.64,105°54.744',029°15.751',-5,1.42
20250210 232820,307.64,105°54.786',029°15.779',-5,1.42
20250210 232821,307.62,105°54.828',029°15.807',-5,1.42
20250210 232822,307.59,105°54.870',029°15.834',-5,1.42
20250210 232823,307.52,105°54.913',029°15.861',-5,1.42
20250210 232824,307.52,105°54.956',029°15.887',-5,1.42
20250210 232825,307.56,105°55.000',029°15.914',-5,1.42
20250210 232826,307.54,105°55.044',029°15.939',-5,1.42
20250210 232827,307.52,105°55.132',029°15.990',-5,1.42
20250210 232828,307.46,105°55.132',029°15.990',-5,1.42
20250210 232829,307.52,105°55.222',029°16.038',-5,1.42
20250210 232830,307.52,105°55.222',029°16.038',-5,1.42
20250210 232831,307.44,105°55.312',029°16.085',-5,1.42
20250210 232832,307.52,105°55.312',029°16.085',-5,1.42
20250210 232833,307.38,105°55.358',029°16.108',-5,1.42
20250210 232834,307.4,105°55.404',029°16.130',-5,1.42
20250210 232835,307.33,105°55.451',029°16.152',-5,1.42
20250210 232836,307.37,105°55.498',029°16.173',-5,1.42
20250210 232837,307.4,105°55.544',029°16.195',-5,1.42
20250210 232838,307.4,105°55.591',029°16.215',-5,1.42
20250210 232839,307.46,105°55.639',029°16.235',-5,1.42
20250210 232840,307.28,105°55.686',029°16.255',-5,1.42
20250210 232841,307.31,105°55.734',029°16.274',-5,1.42
20250210 232842,307.33,105°55.782',029°16.293',-5,1.42
20250210 232843,307.38,105°55.831',029°16.311',-5,1.42
20250210 232844,307.28,105°55.879',029°16.329',-5,1.42
20250210 232845,307.09,105°55.928',029°16.347',-5,1.42
20250210 232846,306.84,105°55.977',029°16.364',-5,1.42
20250210 232847,306.54,105°56.026',029°16.380',-5,1.42
20250210 232848,306.23,105°56.075',029°16.396',-5,1.42
20250210 232849,305.92,105°56.125',029°16.412',-6,1.42
20250210 232850,306.05,105°56.174',029°16.427',-6,1.42
20250210 232851,306.07,105°56.224',029°16.442',-5,1.42
20250210 232852,306.17,105°56.274',029°16.456',-5,1.42
20250210 232853,306.17,105°56.324',029°16.469',-5,1.42
20250210 232854,306.17,105°56.424',029°16.495',-5,1.42
20250210 232855,306.23,105°56.424',029°16.495',-5,1.42
20250210 232856,306.17,105°56.475',029°16.508',-5,1.42
20250210 232857,306.17,105°56.526',029°16.519',-6,1.42
20250210 232858,306.3,105°56.577',029°16.531',-6,1.42
20250210 232859,306.22,105°56.628',029°16.542',-6,1.42
20250210 232900,306.3,105°56.679',029°16.552',-6,1.42
20250210 232901,306.23,105°56.730',029°16.562',-6,1.42
20250210 232902,306.38,105°56.781',029°16.572',-6,1.42
20250210 232903,306.42,105°56.833',029°16.581',-6,1.42
20250210 232904,306.52,105°56.935',029°16.599',-6,1.42
20250210 232905,306.59,105°56.935',029°16.599',-6,1.42
20250210 232906,306.79,105°57.038',029°16.617',-6,1.42
20250210 232907,307.16,105°57.038',029°16.617',-6,1.42
20250210 232908,307.31,105°57.090',029°16.626',-6,1.42
20250210 232909,307.62,105°57.142',029°16.635',-6,1.42
20250210 232910,307.56,105°57.193',029°16.644',-6,1.42
20250210 232911,307.59,105°57.245',029°16.653',-6,1.42
20250210 232912,307.56,105°57.297',029°16.662',-6,1.42
20250210 232913,307.54,105°57.349',029°16.670',-6,1.42
20250210 232914,307.56,105°57.400',029°16.679',-6,1.42
20250210 232915,307.51,105°57.452',029°16.688',-6,1.42
20250210 232916,307.62,105°57.504',029°16.697',-6,1.42
20250210 232917,307.46,105°57.556',029°16.706',-6,1.42
20250210 232918,307.46,105°57.607',029°16.715',-6,1.42
20250210 232919,307.48,105°57.659',029°16.724',-6,1.42
20250210 232920,307.55,105°57.711',029°16.733',-6,1.42
20250210 232921,307.44,105°57.763',029°16.742',-6,1.42
20250210 232922,307.52,105°57.814',029°16.751',-6,1.42
20250210 232923,307.4,105°57.866',029°16.760',-6,1.42
20250210 232924,307.38,105°57.918',029°16.768',-6,1.42
20250210 232925,307.46,105°57.969',029°16.777',-6,1.42
20250210 232926,307.46,105°58.021',029°16.786',-6,1.42
20250210 232927,307.44,105°58.073',029°16.795',-6,1.42
20250210 232928,307.4,105°58.124',029°16.804',-6,1.42
20250210 232929,307.4,105°58.176',029°16.813',-6,1.42
20250210 232930,307.33,105°58.228',029°16.822',-6,1.42
20250210 232931,307.21,105°58.280',029°16.831',-6,1.42
20250210 232932,306.9,105°58.331',029°16.840',-6,1.42
20250210 232933,306.54,105°58.383',029°16.848',-6,1.42
20250210 232934,306.11,105°58.434',029°16.857',-6,1.42
20250210 232935,305.75,105°58.486',029°16.866',-6,1.42
20250210 232936,305.5,105°58.537',029°16.875',-6,1.42
20250210 232937,305.25,105°58.589',029°16.884',-6,1.42
20250210 232938,305.01,105°58.640',029°16.893',-6,1.42
20250210 232939,304.95,105°58.692',029°16.902',-6,1.42
20250210 232940,304.72,105°58.795',029°16.920',-6,1.42
20250210 232941,304.64,105°58.795',029°16.920',-6,1.42
20250210 232942,304.59,105°58.795',029°16.920',-6,1.42
20250210 232943,304.41,105°58.795',029°16.920',-6,1.42
20250210 232944,304.53,105°58.795',029°16.920',-6,1.42
20250210 232945,304.83,105°58.795',029°16.920',-6,1.42
20250210 232946,305.19,105°58.795',029°16.920',-6,1.42
20250210 232947,305.61,105°58.795',029°16.920',-6,1.42
20250210 232948,306.17,105°58.795',029°16.920',-6,1.42
20250210 232949,306.54,105°58.795',029°16.920',-6,1.42
20250210 232950,306.59,105°58.795',029°16.920',-6,1.42
20250210 232951,306.76,105°58.795',029°16.920',-6,1.42
20250210 232952,306.84,105°59.365',029°16.998',-6,1.42
20250210 232953,306.97,105°59.415',029°17.005',-6,1.42
20250210 232954,307.2,105°59.467',029°17.010',-6,1.42
20250210 232955,307.33,105°59.520',029°17.015',-6,1.42
20250210 232956,307.33,105°59.572',029°17.020',-6,1.42
20250210 232957,307.46,105°59.624',029°17.025',-6,1.42
20250210 232958,307.46,105°59.677',029°17.030',-6,1.42
20250210 232959,307.38,105°59.729',029°17.036',-6,1.42
20250210 233000,307.4,105°59.833',029°17.046',-6,1.42
20250210 233001,307.4,105°59.886',029°17.051',-6,1.42
20250210 233002,307.4,105°59.886',029°17.051',-6,1.42
20250210 233003,307.33,105°59.938',029°17.056',-6,1.42
20250210 233004,307.4,105°59.990',029°17.061',-6,1.42
20250210 233005,307.34,106°00.095',029°17.072',-6,1.42
20250210 233006,307.34,106°00.147',029°17.077',-5,1.42
20250210 233007,307.4,106°00.199',029°17.082',-5,1.42
20250210 233008,307.4,106°00.199',029°17.082',-5,1.42
20250210 233009,307.37,106°00.252',029°17.087',-5,1.42
20250210 233010,307.4,106°00.356',029°17.097',-5,1.42
20250210 233011,307.4,106°00.356',029°17.097',-6,1.42
20250210 233012,307.37,106°00.461',029°17.108',-6,1.42
20250210 233013,307.46,106°00.513',029°17.113',-6,1.42
20250210 233014,307.46,106°00.513',029°17.113',-6,1.42
20250210 233015,307.64,106°00.565',029°17.118',-6,1.42
20250210 233016,307.62,106°00.618',029°17.123',-6,1.42
20250210 233017,307.86,106°00.670',029°17.128',-6,1.42
20250210 233018,307.83,106°00.722',029°17.134',-6,1.42
20250210 233019,307.77,106°00.775',029°17.139',-6,1.42
20250210 233020,307.79,106°00.880',029°17.149',-6,1.42
20250210 233021,307.79,106°00.880',029°17.149',-6,1.42
20250210 233022,307.62,106°00.984',029°17.159',-6,1.42
20250210 233023,307.75,106°00.984',029°17.159',-6,1.42
20250210 233024,307.71,106°01.037',029°17.164',-6,1.42
20250210 233025,307.77,106°01.089',029°17.170',-6,1.42
20250210 233026,307.65,106°01.141',029°17.175',-6,1.42
20250210 233027,307.59,106°01.194',029°17.180',-6,1.42
20250210 233028,307.52,106°01.246',029°17.185',-6,1.42
20250210 233029,307.33,106°01.298',029°17.190',-6,1.42
20250210 233030,307.31,106°01.351',029°17.195',-6,1.42
20250210 233031,307.4,106°01.403',029°17.201',-6,1.42
20250210 233032,307.42,106°01.507',029°17.211',-6,1.42
20250210 233033,307.48,106°01.507',029°17.211',-6,1.42
20250210 233034,307.46,106°01.507',029°17.211',-6,1.42
20250210 233035,307.46,106°01.507',029°17.211',-6,1.42
20250210 233036,307.4,106°01.507',029°17.211',-6,1.42
20250210 233037,307.46,106°01.507',029°17.211',-6,1.42
20250210 233038,307.54,106°01.507',029°17.211',-6,1.42
20250210 233039,307.46,106°01.507',029°17.211',-6,1.42
20250210 233040,307.37,106°01.507',029°17.211',-6,1.42
20250210 233041,307.29,106°01.507',029°17.211',-6,1.42
20250210 233042,307.4,106°01.507',029°17.211',-6,1.42
20250210 233043,307.4,106°01.507',029°17.211',-6,1.42
20250210 233044,307.51,106°01.507',029°17.211',-6,1.42
20250210 233045,307.42,106°01.507',029°17.211',-6,1.42
20250210 233046,307.48,106°01.507',029°17.211',-6,1.42
20250210 233047,307.33,106°01.507',029°17.211',-7,1.42
20250210 233048,307.37,106°01.507',029°17.211',-7,1.42
20250210 233049,307.44,106°01.507',029°17.211',-7,1.42
20250210 233050,307.46,106°01.507',029°17.211',-7,1.42
20250210 233051,307.33,106°01.507',029°17.211',-7,1.42
20250210 233052,307.34,106°01.507',029°17.211',-7,1.42
20250210 233053,307.4,106°01.507',029°17.211',-7,1.42
20250210 233054,307.37,106°01.507',029°17.211',-7,1.42
20250210 233055,307.46,106°01.507',029°17.211',-7,1.42
20250210 233056,307.52,106°01.507',029°17.211',-7,1.42
20250210 233057,307.52,106°01.507',029°17.211',-7,1.42
20250210 233058,307.46,106°01.507',029°17.211',-7,1.42
20250210 233059,307.46,106°01.507',029°17.211',-7,1.42
20250210 233100,307.48,106°01.507',029°17.211',-7,1.42
20250210 233101,307.44,106°01.507',029°17.211',-7,1.42
20250210 233102,307.46,106°03.031',029°17.573',-7,1.42
20250210 233103,307.42,106°03.079',029°17.591',-7,1.42
20250210 233104,307.33,106°03.126',029°17.609',-7,1.42
20250210 233105,307.28,106°03.175',029°17.627',-7,1.42
20250210 233106,307.09,106°03.223',029°17.644',-7,1.42
20250210 233107,306.84,106°03.271',029°17.662',-7,1.42
20250210 233108,306.48,106°03.319',029°17.680',-7,1.42
20250210 233109,305.92,106°03.368',029°17.698',-7,1.42
20250210 233110,305.5,106°03.416',029°17.716',-6,1.42
20250210 233111,304.63,106°03.464',029°17.734',-6,1.42
20250210 233112,303.97,106°03.512',029°17.752',-6,1.42
20250210 233113,303.19,106°03.560',029°17.769',-7,1.42
20250210 233114,302.46,106°03.560',029°17.769',-7,1.42
20250210 233115,301.72,106°03.656',029°17.805',-7,1.42
20250210 233116,301.06,106°03.656',029°17.805',-7,1.42
20250210 233117,300.25,106°03.751',029°17.840',-7,1.42
20250210 233118,299.59,106°03.751',029°17.840',-7,1.42
20250210 233119,298.87,106°03.846',029°17.875',-7,1.42
20250210 233120,298.05,106°03.846',029°17.875',-7,1.42
20250210 233121,297.33,106°03.940',029°17.910',-7,1.42
20250210 233122,296.66,106°03.988',029°17.927',-7,1.42
20250210 233123,296.43,106°03.988',029°17.927',-7,1.42
20250210 233124,296.12,106°03.988',029°17.927',-7,1.42
20250210 233125,296.3,106°04.128',029°17.979',-7,1.42
20250210 233126,296.51,106°04.128',029°17.979',-7,1.42
20250210 233127,296.8,106°04.175',029°17.996',-7,1.42
20250210 233128,297.09,106°04.222',029°18.013',-7,1.42
20250210 233129,297.33,106°04.268',029°18.030',-7,1.42
20250210 233130,297.62,106°04.315',029°18.048',-7,1.42
20250210 233131,297.81,106°04.362',029°18.065',-7,1.42
20250210 233132,298.12,106°04.456',029°18.100',-7,1.42
20250210 233133,298.34,106°04.456',029°18.100',-7,1.42
20250210 233134,298.53,106°04.550',029°18.134',-7,1.42
20250210 233135,298.59,106°04.597',029°18.152',-7,1.42
20250210 233136,298.64,106°04.644',029°18.169',-7,1.42
20250210 233137,298.78,106°04.692',029°18.186',-7,1.42
20250210 233138,298.89,106°04.739',029°18.204',-7,1.42
20250210 233139,299.07,106°04.786',029°18.221',-7,1.42
20250210 233140,299.12,106°04.833',029°18.238',-7,1.42
20250210 233141,299.25,106°04.833',029°18.238',-7,1.42
20250210 233142,299.37,106°04.833',029°18.238',-7,1.42
20250210 233143,299.48,106°04.833',029°18.238',-8,1.42
20250210 233144,299.6,106°04.833',029°18.238',-7,1.42
20250210 233145,299.73,106°04.833',029°18.238',-7,1.42
20250210 233146,299.82,106°04.833',029°18.238',-7,1.42
20250210 233147,299.97,106°04.833',029°18.238',-7,1.42
20250210 233148,300.25,106°04.833',029°18.238',-7,1.42
20250210 233149,300.44,106°04.833',029°18.238',-8,1.42
20250210 233150,300.86,106°04.833',029°18.238',-8,1.42
20250210 233151,301.36,106°04.833',029°18.238',-8,1.42
20250210 233152,301.83,106°04.833',029°18.238',-8,1.42
20250210 233153,302.65,106°04.833',029°18.238',-8,1.42
20250210 233154,303.13,106°04.833',029°18.238',-8,1.42
20250210 233155,303.8,106°04.833',029°18.238',-8,1.42
20250210 233156,304.47,106°04.833',029°18.238',-8,1.42
20250210 233157,305.24,106°04.833',029°18.238',-8,1.42
20250210 233158,305.86,106°04.833',029°18.238',-8,1.42
20250210 233159,306.59,106°04.833',029°18.238',-8,1.42
20250210 233200,306.9,106°04.833',029°18.238',-8,1.42
20250210 233201,307.15,106°04.833',029°18.238',-8,1.42
20250210 233202,307.34,106°04.833',029°18.238',-8,1.42
20250210 233203,307.46,106°04.833',029°18.238',-8,1.42
20250210 233204,307.64,106°04.833',029°18.238',-8,1.42
20250210 233205,307.46,106°04.833',029°18.238',-8,1.42
20250210 233206,307.56,106°04.833',029°18.238',-8,1.42
20250210 233207,307.59,106°04.833',029°18.238',-8,1.42
20250210 233208,307.38,106°04.833',029°18.238',-8,1.42
20250210 233209,307.46,106°04.833',029°18.238',-8,1.42
20250210 233210,307.51,106°04.833',029°18.238',-8,1.42
20250210 233211,307.44,106°04.833',029°18.238',-8,1.42
20250210 233212,307.44,106°04.833',029°18.238',-8,1.42
20250210 233213,307.46,106°04.833',029°18.238',-8,1.42
20250210 233214,307.4,106°04.833',029°18.238',-8,1.42
20250210 233215,307.42,106°04.833',029°18.238',-8,1.42
20250210 233216,307.42,106°04.833',029°18.238',-8,1.42
20250210 233217,307.46,106°04.833',029°18.238',-8,1.42
