time,SysSpd,longitude,latitude,origin,correction
20250210 111828,287.58,104°10.193',030°23.226',-11,1.42
20250210 111829,286.81,104°10.193',030°23.226',-11,1.42
20250210 111830,285.84,104°10.193',030°23.226',-11,1.42
20250210 111831,285.07,104°10.193',030°23.226',-11,1.42
20250210 111832,284.39,104°10.193',030°23.226',-11,1.42
20250210 111833,283.82,104°10.193',030°23.226',-11,1.42
20250210 111834,283.32,104°10.193',030°23.226',-11,1.42
20250210 111835,282.97,104°10.193',030°23.226',-11,1.42
20250210 111836,282.75,104°10.193',030°23.226',-11,1.42
20250210 111837,282.65,104°10.193',030°23.226',-11,1.42
20250210 111838,282.59,104°10.193',030°23.226',-11,1.42
20250210 111839,283.04,104°10.193',030°23.226',-11,1.42
20250210 111840,283.89,104°10.193',030°23.226',-11,1.42
20250210 111841,284.81,104°10.193',030°23.226',-10,1.42
20250210 111842,285.77,104°10.193',030°23.226',-10,1.42
20250210 111843,286.76,104°10.193',030°23.226',-10,1.42
20250210 111844,287.74,104°10.193',030°23.226',-10,1.42
20250210 111845,288.78,104°10.193',030°23.226',-10,1.42
20250210 111846,289.64,104°10.193',030°23.226',-10,1.42
20250210 111847,290.6,104°10.193',030°23.226',-10,1.42
20250210 111848,291.5,104°10.193',030°23.226',-10,1.42
20250210 111849,292.56,104°10.193',030°23.226',-10,1.42
20250210 111850,293.49,104°10.193',030°23.226',-10,1.42
20250210 111851,294.5,104°10.193',030°23.226',-10,1.42
20250210 111852,295.59,104°10.193',030°23.226',-10,1.42
20250210 111853,296.62,104°10.193',030°23.226',-10,1.42
20250210 111854,297.74,104°10.193',030°23.226',-10,1.42
20250210 111855,298.64,104°10.193',030°23.226',-10,1.42
20250210 111856,299.84,104°10.193',030°23.226',-10,1.42
20250210 111857,300.86,104°10.193',030°23.226',-10,1.42
20250210 111858,301.85,104°10.193',030°23.226',-10,1.42
20250210 111859,303.01,104°10.193',030°23.226',-10,1.42
20250210 111900,303.92,104°10.193',030°23.226',-10,1.42
20250210 111901,304.88,104°10.193',030°23.226',-10,1.42
20250210 111902,305.91,104°10.193',030°23.226',-10,1.42
20250210 111903,306.84,104°10.193',030°23.226',-10,1.42
20250210 111904,308.1,104°10.193',030°23.226',-10,1.42
20250210 111905,309.08,104°10.193',030°23.226',-10,1.42
20250210 111906,309.99,104°10.193',030°23.226',-10,1.42
20250210 111907,310.99,104°10.193',030°23.226',-10,1.42
20250210 111908,311.95,104°10.193',030°23.226',-10,1.42
20250210 111909,312.87,104°10.193',030°23.226',-10,1.42
20250210 111910,313.99,104°10.193',030°23.226',-10,1.42
20250210 111911,314.96,104°10.193',030°23.226',-10,1.42
20250210 111912,315.89,104°10.193',030°23.226',-10,1.42
20250210 111913,316.86,104°10.193',030°23.226',-10,1.42
20250210 111914,317.79,104°10.193',030°23.226',-10,1.42
20250210 111915,318.81,104°10.193',030°23.226',-10,1.42
20250210 111916,319.64,104°10.193',030°23.226',-10,1.42
20250210 111917,320.28,104°10.193',030°23.226',-10,1.42
20250210 111918,320.93,104°10.193',030°23.226',-10,1.42
20250210 111919,321.39,104°10.193',030°23.226',-10,1.42
20250210 111920,321.91,104°10.193',030°23.226',-10,1.42
20250210 111921,322.42,104°10.193',030°23.226',-10,1.42
20250210 111922,323.05,104°10.193',030°23.226',-10,1.42
20250210 111923,323.49,104°10.193',030°23.226',-10,1.42
20250210 111924,324.09,104°10.193',030°23.226',-10,1.42
20250210 111925,324.55,104°10.193',030°23.226',-10,1.42
20250210 111926,325.06,104°10.193',030°23.226',-10,1.42
20250210 111927,325.57,104°10.193',030°23.226',-10,1.42
20250210 111928,326.1,104°10.193',030°23.226',-10,1.42
20250210 111929,326.62,104°10.193',030°23.226',-10,1.42
20250210 111930,326.9,104°10.193',030°23.226',-10,1.42
20250210 111931,327.08,104°10.193',030°23.226',-10,1.42
20250210 111932,327.23,104°10.193',030°23.226',-10,1.42
20250210 111933,327.28,104°10.193',030°23.226',-10,1.42
20250210 111934,327.15,104°10.193',030°23.226',-10,1.42
20250210 111935,326.81,104°10.193',030°23.226',-9,1.42
20250210 111936,326.62,104°10.193',030°23.226',-9,1.42
20250210 111937,326.3,104°10.193',030°23.226',-9,1.42
20250210 111938,326.04,104°10.193',030°23.226',-9,1.42
20250210 111939,325.76,104°10.193',030°23.226',-9,1.42
20250210 111940,325.5,104°10.193',030°23.226',-9,1.42
20250210 111941,325.24,104°10.193',030°23.226',-9,1.42
20250210 111942,324.92,104°10.193',030°23.226',-9,1.42
20250210 111943,324.8,104°10.193',030°23.226',-9,1.42
20250210 111944,324.41,104°10.193',030°23.226',-9,1.42
20250210 111945,324.33,104°10.193',030°23.226',-9,1.42
20250210 111946,324.32,104°10.193',030°23.226',-9,1.42
20250210 111947,324.36,104°10.193',030°23.226',-9,1.42
20250210 111948,324.64,104°10.193',030°23.226',-9,1.42
20250210 111949,324.99,104°10.193',030°23.226',-9,1.42
20250210 111950,325.44,104°10.193',030°23.226',-9,1.42
20250210 111951,325.97,104°10.193',030°23.226',-9,1.42
20250210 111952,326.77,104°10.193',030°23.226',-9,1.42
20250210 111953,327.56,104°10.193',030°23.226',-9,1.42
20250210 111954,328.33,104°10.193',030°23.226',-9,1.42
20250210 111955,329.32,104°10.193',030°23.226',-9,1.42
20250210 112404,328.99,104°35.362',029°57.091',-7,1.42
20250210 112405,327.79,104°35.368',029°57.042',-7,1.42
20250210 112406,326.73,104°35.375',029°56.993',-7,1.42
20250210 112407,325.76,104°35.381',029°56.944',-7,1.42
20250210 112408,324.67,104°35.388',029°56.895',-7,1.42
20250210 112409,323.58,104°35.394',029°56.846',-7,1.42
20250210 112410,322.6,104°35.401',029°56.797',-7,1.42
20250210 112411,321.65,104°35.407',029°56.748',-7,1.42
20250210 112412,320.71,104°35.414',029°56.700',-7,1.42
20250210 112413,319.76,104°35.420',029°56.652',-7,1.42
20250210 112414,319,104°35.426',029°56.604',-7,1.42
20250210 112415,318.17,104°35.433',029°56.557',-7,1.42
20250210 112416,317.43,104°35.439',029°56.510',-7,1.42
20250210 112417,316.72,104°35.445',029°56.462',-7,1.42
20250210 112418,316.16,104°35.451',029°56.414',-7,1.42
20250210 112419,315.64,104°35.458',029°56.367',-7,1.42
20250210 112420,315.09,104°35.464',029°56.319',-7,1.42
20250210 112421,314.49,104°35.470',029°56.272',-7,1.42
20250210 112422,313.99,104°35.477',029°56.225',-7,1.42
20250210 112423,313.44,104°35.483',029°56.178',-7,1.42
20250210 112424,312.8,104°35.489',029°56.132',-6,1.42
20250210 112425,312.34,104°35.495',029°56.085',-6,1.42
20250210 112426,311.93,104°35.502',029°56.039',-6,1.42
20250210 112427,311.32,104°35.509',029°55.992',-6,1.42
20250210 112428,310.76,104°35.516',029°55.945',-6,1.42
20250210 112429,310.24,104°35.524',029°55.899',-6,1.42
20250210 112430,309.7,104°35.532',029°55.853',-6,1.42
20250210 112431,309.21,104°35.541',029°55.807',-6,1.42
20250210 112432,308.54,104°35.551',029°55.761',-6,1.42
20250210 112433,308.02,104°35.561',029°55.716',-6,1.42
20250210 112434,307.64,104°35.571',029°55.670',-6,1.42
20250210 112435,307.23,104°35.582',029°55.625',-6,1.42
20250210 112436,306.9,104°35.594',029°55.580',-6,1.42
20250210 112437,306.54,104°35.606',029°55.535',-6,1.42
20250210 112438,306.17,104°35.619',029°55.490',-6,1.42
20250210 112439,305.81,104°35.632',029°55.446',-6,1.42
20250210 112440,305.57,104°35.646',029°55.401',-6,1.42
20250210 112441,305.42,104°35.660',029°55.357',-6,1.42
20250210 112442,305.5,104°35.673',029°55.312',-6,1.42
20250210 112443,305.68,104°35.687',029°55.268',-6,1.42
20250210 112444,305.48,104°35.701',029°55.223',-6,1.42
20250210 112445,305.6,104°35.715',029°55.178',-6,1.42
20250210 112446,305.61,104°35.715',029°55.178',-6,1.42
20250210 112447,305.57,104°35.715',029°55.178',-6,1.42
20250210 112448,305.51,104°35.715',029°55.178',-6,1.42
20250210 112449,305.57,104°35.715',029°55.178',-6,1.42
20250210 112450,305.56,104°35.715',029°55.178',-6,1.42
20250210 112451,305.51,104°35.715',029°55.178',-6,1.42
20250210 112452,305.51,104°35.859',029°54.871',-6,1.42
20250210 112453,305.61,104°35.880',029°54.824',-6,1.42
20250210 112454,305.5,104°35.899',029°54.785',-6,1.42
20250210 112455,305.42,104°35.920',029°54.745',-6,1.42
20250210 112456,305.35,104°35.941',029°54.705',-6,1.42
20250210 112457,305.42,104°35.963',029°54.665',-6,1.42
20250210 112458,305.19,104°35.985',029°54.625',-6,1.42
20250210 112459,305.06,104°36.008',029°54.585',-6,1.42
20250210 112500,304.95,104°36.032',029°54.546',-6,1.42
20250210 112501,304.72,104°36.056',029°54.506',-6,1.42
20250210 112502,304.51,104°36.081',029°54.466',-6,1.42
20250210 112503,304.28,104°36.106',029°54.426',-6,1.42
20250210 112504,304.28,104°36.132',029°54.387',-6,1.42
20250210 112505,304.2,104°36.159',029°54.348',-6,1.42
20250210 112506,304.22,104°36.185',029°54.309',-6,1.42
20250210 112507,304.28,104°36.212',029°54.270',-6,1.42
20250210 112508,304.28,104°36.240',029°54.232',-6,1.42
20250210 112509,304.22,104°36.267',029°54.193',-6,1.42
20250210 112510,304.28,104°36.295',029°54.154',-6,1.42
20250210 112511,304.28,104°36.323',029°54.116',-6,1.42
20250210 112512,304.22,104°36.351',029°54.078',-6,1.42
20250210 112513,304.28,104°36.379',029°54.039',-6,1.42
20250210 112514,304.47,104°36.407',029°54.001',-6,1.42
20250210 112515,304.41,104°36.435',029°53.962',-6,1.42
20250210 112516,304.39,104°36.463',029°53.923',-6,1.42
20250210 112517,304.53,104°36.491',029°53.885',-6,1.42
20250210 112518,304.59,104°36.519',029°53.846',-6,1.42
20250210 112519,304.59,104°36.575',029°53.768',-6,1.42
20250210 112520,304.78,104°36.575',029°53.768',-6,1.42
20250210 112521,304.78,104°36.603',029°53.730',-6,1.42
20250210 112522,304.95,104°36.631',029°53.691',-6,1.42
20250210 112523,305,104°36.659',029°53.652',-6,1.42
20250210 112524,305.17,104°36.687',029°53.613',-6,1.42
20250210 112525,305.2,104°36.743',029°53.536',-6,1.42
20250210 112526,305.42,104°36.771',029°53.497',-6,1.42
20250210 112527,305.25,104°36.771',029°53.497',-7,1.42
20250210 112528,305.29,104°36.799',029°53.458',-7,1.42
20250210 112529,305.39,104°36.827',029°53.419',-7,1.42
20250210 112530,305.31,104°36.855',029°53.381',-7,1.42
20250210 112531,305.14,104°36.911',029°53.303',-7,1.42
20250210 112532,305,104°36.911',029°53.303',-7,1.42
20250210 112533,304.81,104°36.939',029°53.264',-7,1.42
20250210 112534,304.72,104°36.967',029°53.226',-7,1.42
20250210 112535,304.58,104°36.995',029°53.187',-7,1.42
20250210 112536,304.35,104°37.023',029°53.148',-7,1.42
20250210 112537,304.22,104°37.051',029°53.109',-7,1.42
20250210 112538,304.22,104°37.079',029°53.070',-7,1.42
20250210 112539,304.22,104°37.106',029°53.031',-7,1.42
20250210 112540,304.22,104°37.134',029°52.992',-7,1.42
20250210 112541,304.26,104°37.160',029°52.953',-7,1.42
20250210 112542,304.28,104°37.187',029°52.913',-7,1.42
20250210 112543,304.28,104°37.213',029°52.873',-7,1.42
20250210 112544,304.32,104°37.238',029°52.833',-7,1.42
20250210 112545,304.35,104°37.263',029°52.793',-7,1.42
20250210 112546,304.35,104°37.287',029°52.753',-7,1.42
20250210 112547,304.35,104°37.311',029°52.712',-7,1.42
20250210 112548,304.35,104°37.335',029°52.671',-7,1.42
20250210 112549,304.45,104°37.358',029°52.630',-7,1.42
20250210 112550,304.53,104°37.380',029°52.589',-7,1.42
20250210 112551,304.64,104°37.402',029°52.547',-7,1.42
20250210 112552,304.78,104°37.424',029°52.506',-8,1.42
20250210 112553,304.83,104°37.445',029°52.464',-8,1.42
20250210 112554,304.99,104°37.465',029°52.421',-8,1.42
20250210 112555,305.09,104°37.485',029°52.379',-8,1.42
20250210 112556,305.06,104°37.505',029°52.336',-8,1.42
20250210 112557,305.19,104°37.524',029°52.294',-8,1.42
20250210 112558,305.2,104°37.542',029°52.251',-7,1.42
20250210 112559,305.17,104°37.560',029°52.208',-7,1.42
20250210 112600,305.2,104°37.577',029°52.164',-7,1.42
20250210 112601,305.2,104°37.594',029°52.121',-7,1.42
20250210 112602,305.25,104°37.611',029°52.077',-7,1.42
20250210 112603,305.25,104°37.626',029°52.034',-7,1.42
20250210 112604,305.2,104°37.642',029°51.990',-7,1.42
20250210 112605,305.14,104°37.657',029°51.946',-7,1.42
20250210 112606,305.19,104°37.671',029°51.902',-7,1.42
20250210 112607,305.2,104°37.684',029°51.858',-7,1.42
20250210 112608,305.24,104°37.698',029°51.813',-7,1.42
20250210 112609,305.24,104°37.710',029°51.769',-7,1.42
20250210 112610,305.19,104°37.722',029°51.724',-7,1.42
20250210 112611,305.19,104°37.734',029°51.679',-7,1.42
20250210 112612,305.14,104°37.745',029°51.635',-7,1.42
20250210 112613,305.11,104°37.755',029°51.590',-7,1.42
20250210 112614,305.11,104°37.765',029°51.545',-7,1.42
20250210 112615,305.17,104°37.774',029°51.500',-7,1.42
20250210 112616,305.19,104°37.783',029°51.454',-7,1.42
20250210 112617,305.14,104°37.792',029°51.409',-7,1.42
20250210 112618,305.14,104°37.800',029°51.364',-7,1.42
20250210 112619,305.18,104°37.808',029°51.318',-7,1.42
20250210 112620,305.19,104°37.816',029°51.273',-7,1.42
20250210 112621,305.24,104°37.824',029°51.227',-7,1.42
20250210 112622,305.25,104°37.832',029°51.182',-8,1.42
20250210 112623,305.25,104°37.840',029°51.137',-8,1.42
20250210 112624,305.3,104°37.847',029°51.091',-8,1.42
20250210 112625,305.26,104°37.855',029°51.046',-8,1.42
20250210 112626,305.24,104°37.863',029°51.001',-8,1.42
20250210 112627,305.24,104°37.871',029°50.955',-8,1.42
20250210 112628,305.25,104°37.879',029°50.910',-8,1.42
20250210 112629,305.31,104°37.887',029°50.864',-8,1.42
20250210 112630,305.39,104°37.895',029°50.819',-8,1.42
20250210 112631,305.57,104°37.903',029°50.774',-8,1.42
20250210 112632,305.61,104°37.911',029°50.728',-8,1.42
20250210 112633,305.68,104°37.919',029°50.683',-8,1.42
20250210 112634,305.6,104°37.926',029°50.638',-8,1.42
20250210 112635,305.61,104°37.934',029°50.592',-8,1.42
20250210 112636,305.68,104°37.942',029°50.547',-8,1.42
20250210 112637,305.68,104°37.953',029°50.499',-8,1.42
20250210 112638,305.56,104°37.961',029°50.453',-8,1.42
20250210 112639,305.61,104°37.967',029°50.410',-8,1.42
20250210 112640,305.56,104°37.977',029°50.363',-8,1.42
20250210 112641,305.54,104°37.985',029°50.317',-8,1.42
20250210 112642,305.54,104°37.994',029°50.272',-8,1.42
20250210 112643,305.43,104°38.003',029°50.227',-8,1.42
20250210 112644,305.45,104°38.013',029°50.181',-8,1.42
20250210 112645,305.56,104°38.023',029°50.137',-8,1.42
20250210 112646,305.44,104°38.033',029°50.092',-8,1.42
20250210 112647,305.45,104°38.044',029°50.046',-8,1.42
20250210 112648,305.49,104°38.056',029°50.002',-8,1.42
20250210 112649,305.44,104°38.068',029°49.957',-8,1.42
20250210 112650,305.48,104°38.081',029°49.913',-8,1.42
20250210 112651,305.35,104°38.095',029°49.869',-8,1.42
20250210 112652,305.44,104°38.109',029°49.825',-8,1.42
20250210 112653,305.5,104°38.123',029°49.780',-8,1.42
20250210 112654,305.68,104°38.138',029°49.736',-8,1.42
20250210 112655,305.75,104°38.154',029°49.691',-8,1.42
20250210 112656,305.86,104°38.170',029°49.648',-8,1.42
20250210 112657,305.73,104°38.185',029°49.605',-8,1.42
20250210 112658,305.76,104°38.203',029°49.561',-8,1.42
20250210 112659,305.68,104°38.221',029°49.518',-8,1.42
20250210 112700,305.68,104°38.238',029°49.477',-8,1.42
20250210 112701,305.68,104°38.258',029°49.432',-8,1.42
20250210 112702,305.75,104°38.277',029°49.389',-8,1.42
20250210 112703,305.68,104°38.295',029°49.349',-8,1.42
20250210 112704,305.61,104°38.317',029°49.304',-8,1.42
20250210 112705,305.31,104°38.337',029°49.262',-8,1.42
20250210 112706,305.39,104°38.357',029°49.220',-8,1.42
20250210 112707,305.5,104°38.378',029°49.177',-8,1.42
20250210 112708,305.39,104°38.396',029°49.131',-8,1.42
20250210 112709,305.56,104°38.396',029°49.131',-8,1.42
20250210 112710,305.68,104°38.396',029°49.131',-8,1.42
20250210 112711,305.56,104°38.396',029°49.131',-8,1.42
20250210 112712,305.33,104°38.396',029°49.131',-8,1.42
20250210 112713,305.42,104°38.396',029°49.131',-8,1.42
20250210 112714,305.45,104°38.396',029°49.131',-8,1.42
20250210 112715,305.56,104°38.396',029°49.131',-8,1.42
20250210 112716,305.56,104°38.396',029°49.131',-8,1.42
20250210 112717,305.39,104°38.396',029°49.131',-8,1.42
20250210 112718,305.2,104°38.396',029°49.131',-8,1.42
20250210 112719,305.09,104°38.396',029°49.131',-8,1.42
20250210 112720,304.78,104°38.396',029°49.131',-8,1.42
20250210 112721,304.58,104°38.396',029°49.131',-8,1.42
20250210 112722,304.08,104°38.396',029°49.131',-8,1.42
20250210 112723,303.65,104°38.396',029°49.131',-8,1.42
20250210 112724,303.61,104°38.396',029°49.131',-9,1.42
20250210 112725,303.53,104°38.396',029°49.131',-9,1.42
20250210 112726,303.61,104°38.396',029°49.131',-9,1.42
20250210 112727,303.68,104°38.396',029°49.131',-9,1.42
20250210 112728,303.78,104°38.396',029°49.131',-9,1.42
20250210 112729,303.97,104°38.396',029°49.131',-9,1.42
20250210 112730,304.03,104°38.396',029°49.131',-9,1.42
20250210 112731,304.04,104°38.396',029°49.131',-9,1.42
20250210 112732,304.11,104°38.396',029°49.131',-9,1.42
20250210 112733,304.08,104°38.396',029°49.131',-9,1.42
20250210 112734,304.11,104°38.396',029°49.131',-9,1.42
20250210 112735,304.04,104°38.396',029°49.131',-9,1.42
20250210 112736,304.16,104°38.396',029°49.131',-9,1.42
20250210 112737,304.28,104°38.396',029°49.131',-9,1.42
20250210 112738,304.28,104°38.396',029°49.131',-9,1.42
20250210 112739,304.2,104°38.396',029°49.131',-9,1.42
20250210 112740,304.17,104°38.396',029°49.131',-9,1.42
20250210 112741,304.35,104°38.396',029°49.131',-9,1.42
20250210 112742,304.28,104°38.396',029°49.131',-9,1.42
20250210 112743,304.28,104°38.396',029°49.131',-9,1.42
20250210 112744,304.35,104°38.396',029°49.131',-9,1.42
20250210 112745,304.28,104°38.396',029°49.131',-9,1.42
20250210 112746,304.35,104°38.396',029°49.131',-9,1.42
20250210 112747,304.41,104°38.396',029°49.131',-9,1.42
20250210 112748,304.59,104°38.396',029°49.131',-9,1.42
20250210 112749,304.72,104°38.396',029°49.131',-9,1.42
20250210 112750,304.89,104°38.396',029°49.131',-9,1.42
20250210 112751,305,104°38.396',029°49.131',-9,1.42
20250210 112752,305.08,104°38.396',029°49.131',-9,1.42
20250210 112753,305.18,104°38.396',029°49.131',-9,1.42
20250210 112754,304.95,104°38.396',029°49.131',-9,1.42
20250210 112755,305.14,104°38.396',029°49.131',-9,1.42
20250210 112756,305.26,104°38.396',029°49.131',-9,1.42
20250210 112757,305.6,104°38.396',029°49.131',-9,1.42
20250210 112758,305.62,104°38.396',029°49.131',-9,1.42
20250210 112759,305.81,104°38.396',029°49.131',-9,1.42
20250210 112800,305.57,104°38.396',029°49.131',-9,1.42
20250210 112801,305.6,104°38.396',029°49.131',-9,1.42
20250210 112802,305.81,104°38.396',029°49.131',-9,1.42
20250210 112803,305.78,104°38.396',029°49.131',-9,1.42
20250210 112804,305.61,104°38.396',029°49.131',-9,1.42
20250210 112805,305.54,104°38.396',029°49.131',-9,1.42
20250210 112806,305.68,104°38.396',029°49.131',-9,1.42
20250210 112807,305.56,104°38.396',029°49.131',-9,1.42
20250210 112808,305.62,104°38.396',029°49.131',-9,1.42
20250210 112809,305.56,104°38.396',029°49.131',-8,1.42
20250210 112810,305.44,104°38.396',029°49.131',-8,1.42
20250210 112811,305.31,104°38.396',029°49.131',-8,1.42
20250210 112812,305.06,104°38.396',029°49.131',-8,1.42
20250210 112813,304.89,104°38.396',029°49.131',-8,1.42
20250210 112814,304.84,104°38.396',029°49.131',-8,1.42
20250210 112815,304.04,104°38.396',029°49.131',-8,1.42
20250210 112816,303.43,104°38.396',029°49.131',-8,1.42
20250210 112817,302.75,104°38.396',029°49.131',-8,1.42
20250210 112818,301.97,104°38.396',029°49.131',-8,1.42
20250210 112819,301.2,104°38.396',029°49.131',-8,1.42
20250210 112820,300.49,104°38.396',029°49.131',-8,1.42
20250210 112821,299.67,104°38.396',029°49.131',-8,1.42
20250210 112822,298.94,104°38.396',029°49.131',-8,1.42
20250210 112823,298.21,104°38.396',029°49.131',-8,1.42
20250210 112824,297.38,104°38.396',029°49.131',-8,1.42
20250210 112825,296.73,104°38.396',029°49.131',-8,1.42
20250210 112826,295.95,104°38.396',029°49.131',-8,1.42
20250210 112827,295.21,104°38.396',029°49.131',-8,1.42
20250210 112828,294.51,104°38.396',029°49.131',-8,1.42
20250210 112829,293.69,104°38.396',029°49.131',-8,1.42
20250210 112830,293,104°38.396',029°49.131',-8,1.42
20250210 112831,292.58,104°38.396',029°49.131',-8,1.42
20250210 112832,292.4,104°38.396',029°49.131',-8,1.42
20250210 112833,292.58,104°38.396',029°49.131',-8,1.42
20250210 112834,292.86,104°38.396',029°49.131',-8,1.42
20250210 112835,292.92,104°38.396',029°49.131',-8,1.42
20250210 112836,293.11,104°38.396',029°49.131',-8,1.42
20250210 112837,293.16,104°38.396',029°49.131',-8,1.42
20250210 112838,293.2,104°38.396',029°49.131',-8,1.42
20250210 112839,293.37,104°38.396',029°49.131',-8,1.42
20250210 112840,293.46,104°38.396',029°49.131',-8,1.42
20250210 112841,293.69,104°38.396',029°49.131',-8,1.42
20250210 112842,293.8,104°38.396',029°49.131',-9,1.42
20250210 112843,294.04,104°38.396',029°49.131',-9,1.42
20250210 112844,294.16,104°38.396',029°49.131',-9,1.42
20250210 112845,294.32,104°38.396',029°49.131',-9,1.42
20250210 112846,294.54,104°38.396',029°49.131',-9,1.42
20250210 112847,294.63,104°38.396',029°49.131',-9,1.42
20250210 112848,294.92,104°38.396',029°49.131',-9,1.42
20250210 112849,295.03,104°38.396',029°49.131',-9,1.42
20250210 112850,295.27,104°38.396',029°49.131',-9,1.42
20250210 112851,295.39,104°38.396',029°49.131',-9,1.42
20250210 112852,295.61,104°38.396',029°49.131',-9,1.42
20250210 112853,296,104°38.396',029°49.131',-9,1.42
20250210 112854,296.27,104°38.396',029°49.131',-9,1.42
20250210 112855,296.57,104°38.396',029°49.131',-9,1.42
20250210 112856,296.87,104°38.396',029°49.131',-9,1.42
20250210 112857,297.19,104°38.396',029°49.131',-9,1.42
20250210 112858,297.46,104°38.396',029°49.131',-9,1.42
20250210 112859,297.87,104°38.396',029°49.131',-9,1.42
20250210 112900,298.1,104°38.396',029°49.131',-9,1.42
20250210 112901,298.42,104°38.396',029°49.131',-9,1.42
20250210 112902,298.78,104°38.396',029°49.131',-9,1.42
20250210 112903,299,104°38.396',029°49.131',-9,1.42
20250210 112904,299.35,104°38.396',029°49.131',-9,1.42
20250210 112905,299.59,104°38.396',029°49.131',-10,1.42
20250210 112906,299.84,104°38.396',029°49.131',-10,1.42
20250210 112907,300.14,104°38.396',029°49.131',-10,1.42
20250210 112908,300.4,104°38.396',029°49.131',-10,1.42
20250210 112909,300.75,104°38.396',029°49.131',-10,1.42
20250210 112910,300.98,104°38.396',029°49.131',-10,1.42
20250210 112911,301.36,104°38.396',029°49.131',-10,1.42
20250210 112912,301.59,104°38.396',029°49.131',-10,1.42
20250210 112913,301.8,104°38.396',029°49.131',-10,1.42
20250210 112914,302.16,104°38.396',029°49.131',-10,1.42
20250210 112915,302.44,104°38.396',029°49.131',-10,1.42
20250210 112916,302.62,104°38.396',029°49.131',-10,1.42
20250210 112917,303.05,104°38.396',029°49.131',-10,1.42
20250210 112918,303.32,104°38.396',029°49.131',-10,1.42
20250210 112919,303.5,104°38.396',029°49.131',-10,1.42
20250210 112920,303.8,104°38.396',029°49.131',-11,1.42
20250210 112921,304.11,104°38.396',029°49.131',-11,1.42
20250210 112922,304.26,104°38.396',029°49.131',-10,1.42
20250210 112923,304.22,104°38.396',029°49.131',-10,1.42
20250210 112924,304.22,104°38.396',029°49.131',-10,1.42
20250210 112925,304.28,104°38.396',029°49.131',-10,1.42
20250210 112926,304.22,104°38.396',029°49.131',-10,1.42
20250210 112927,304.22,104°38.396',029°49.131',-10,1.42
20250210 112928,304.28,104°38.396',029°49.131',-10,1.42
20250210 112929,304.27,104°38.396',029°49.131',-10,1.42
20250210 112930,304.35,104°38.396',029°49.131',-10,1.42
20250210 112931,304.35,104°38.396',029°49.131',-10,1.42
20250210 112932,304.35,104°38.396',029°49.131',-10,1.42
20250210 112933,304.35,104°38.396',029°49.131',-10,1.42
20250210 112934,304.47,104°38.396',029°49.131',-10,1.42
20250210 112935,304.63,104°38.396',029°49.131',-10,1.42
20250210 112936,304.64,104°38.396',029°49.131',-10,1.42
20250210 112937,304.72,104°38.396',029°49.131',-10,1.42
20250210 112938,304.83,104°38.396',029°49.131',-10,1.42
20250210 112939,304.89,104°38.396',029°49.131',-10,1.42
20250210 112940,305,104°38.396',029°49.131',-10,1.42
20250210 112941,304.95,104°38.396',029°49.131',-10,1.42
20250210 112942,305.18,104°38.396',029°49.131',-10,1.42
20250210 112943,305.2,104°38.396',029°49.131',-10,1.42
20250210 112944,305.24,104°38.396',029°49.131',-9,1.42
20250210 112945,305.37,104°38.396',029°49.131',-9,1.42
20250210 112946,305.37,104°38.396',029°49.131',-9,1.42
20250210 112947,305.39,104°38.396',029°49.131',-9,1.42
20250210 112948,305.39,104°38.396',029°49.131',-9,1.42
20250210 112949,305.39,104°38.396',029°49.131',-9,1.42
20250210 112950,305.35,104°38.396',029°49.131',-9,1.42
20250210 112951,305.43,104°38.396',029°49.131',-9,1.42
20250210 112952,305.39,104°38.396',029°49.131',-9,1.42
20250210 112953,305.42,104°38.396',029°49.131',-9,1.42
20250210 112954,305.29,104°38.396',029°49.131',-9,1.42
20250210 112955,305.29,104°38.396',029°49.131',-9,1.42
20250210 112956,305.31,104°38.396',029°49.131',-9,1.42
20250210 112957,305.42,104°38.396',029°49.131',-9,1.42
20250210 112958,305.29,104°38.396',029°49.131',-9,1.42
20250210 112959,305.31,104°38.396',029°49.131',-9,1.42
20250210 113000,305.39,104°38.396',029°49.131',-9,1.42
20250210 113001,305.31,104°38.396',029°49.131',-9,1.42
20250210 113002,305.45,104°38.396',029°49.131',-9,1.42
20250210 113003,305.35,104°38.396',029°49.131',-9,1.42
20250210 113004,305.35,104°38.396',029°49.131',-9,1.42
20250210 113005,305.39,104°38.396',029°49.131',-9,1.42
20250210 113006,305.29,104°38.396',029°49.131',-9,1.42
20250210 113007,305.39,104°38.396',029°49.131',-9,1.42
20250210 113008,305.35,104°38.396',029°49.131',-9,1.42
20250210 113009,305.39,104°38.396',029°49.131',-9,1.42
20250210 113010,305.25,104°38.396',029°49.131',-9,1.42
20250210 113011,305.3,104°38.396',029°49.131',-9,1.42
20250210 113012,305.39,104°38.396',029°49.131',-9,1.42
20250210 113013,305.31,104°38.396',029°49.131',-9,1.42
20250210 113014,305.39,104°38.396',029°49.131',-9,1.42
20250210 113015,305.43,104°38.396',029°49.131',-9,1.42
20250210 113016,305.39,104°38.396',029°49.131',-9,1.42
20250210 113017,305.39,104°38.396',029°49.131',-8,1.42
20250210 113018,305.29,104°38.396',029°49.131',-8,1.42
20250210 113019,305.39,104°38.396',029°49.131',-8,1.42
20250210 113020,305.39,104°38.396',029°49.131',-8,1.42
20250210 113021,305.31,104°38.396',029°49.131',-8,1.42
